,beta,cost,demandIntercept,demandSlope,fitnessNaiveAgents,fitnessRationalAgents,supplySlope,w
0,1.4680437992891093,3.699408955156093,0.43683862021412045,1.0132870828226694,-1.1319843408481605,-0.5824450063952087,1.2268511076492974,0.17433713104646364
1,4.773883529907169,1.627794327916146,0.1280215312328915,1.0331272792047128,0.01746742627679332,0.25632730679587157,1.4344240489337188,0.1613013574613067
2,2.1838718961240424,1.7344423180945507,0.5022119372635595,1.027899171780052,-1.0061649827510477,1.8301486931626454,1.0990152495055163,0.7302112221076079
3,0.5493513776692727,0.6682047299162192,0.9176011017765259,1.052799632640784,-0.9433767192012503,0.9608976501086004,1.6798426349243751,0.9142740313329324
4,3.4906692572057274,3.467662728486773,0.9692327737143371,1.0678369655667022,0.6638179798017565,-1.1635392354617742,1.1052924753275586,0.2602997503951021
5,7.2554471093616595,1.6931979748028008,0.2964634197749567,1.0615073941250912,1.3514971005413328,-1.1599710168670754,1.0332640135030664,0.9991659583197321
6,1.3635696068833147,0.6468361802232353,0.8892932382342159,1.0757863022383236,-0.2039505944147595,-1.556702296627149,1.2018195916397127,0.5694643407687214
7,5.486579741602075,1.3062398935394066,0.9607195830724073,1.048746851416761,-1.2910391125839165,0.4071690632833098,1.3330389385151837,0.26595682927047637
8,7.677765331113569,3.161298856854795,0.012819965583801385,1.0564248295745622,1.3056145842372255,0.06556391371409598,1.5825333780097073,0.17798802030044447
9,3.8183495372703957,1.5204613754638663,0.19849796326280844,1.07949628649921,-0.19164094386975838,-1.8730948046439693,1.9340476884539943,0.6508154571379635
10,5.555110252379247,0.22489615372777771,0.5827271442712405,1.0114735420278422,1.0883476553464169,1.725226612868874,1.535179998456984,0.2573695864123332
11,0.05695184945813114,2.9075663646138046,0.9972123916374981,1.073814509490827,1.6529551480561482,-1.6348501324119344,1.5918522036297866,0.24816459895250653
12,0.1272081896686117,0.2939446912423199,0.31941419864457077,1.0359458990171033,1.9008806523441275,-0.2649114118429621,1.5624871391429669,0.07858430346232648
13,3.613385905537372,1.575630468460119,0.4039251775925674,1.0970328053126694,1.6708151697175655,1.687870199737627,1.566158492236588,0.559920331437731
14,9.55104032337118,1.604812546261214,0.775233667804199,1.0879519114729972,-0.08910265727906719,-1.6839112688806512,1.1591155138129343,0.6530761156220665
15,9.911603596863221,0.33828588940920723,0.0874279718281048,1.0667283124162805,0.46671763993089277,-1.2349463084994134,1.8962831227261345,0.4076288583933525
16,2.2254353984899278,4.537609179491404,0.23503702937605597,1.065462867772696,0.3726927782744598,1.9743035854916084,1.712119319185203,0.41506352948619096
17,9.34793126347423,4.600980694284462,0.8256906505613759,1.0449650143744655,-0.8047240943327334,-1.4197679658325892,1.0213377075297716,0.8885650464884933
18,7.993571662374535,4.087491245611733,0.11775510703198755,1.094712750802637,-1.2622110005205158,-0.13059042343877536,1.2084697168930139,0.21739505576289186
19,5.794518615801963,1.5976122738403125,0.6481283086202131,1.0211428436563696,1.3126500890828878,-0.01631250595754885,1.316633707460178,0.781814668995218
20,2.445323375938692,3.5245549391727304,0.47548121804840293,1.0464983607189882,-1.7968720524942174,-1.720363230411877,1.8000523326225482,0.3499862154558806
21,4.600589805371969,0.2847073849832238,0.39684225562411457,1.0287854497905002,0.4549207508500088,1.8718831600168757,1.1458756155036485,0.4273847765126323
22,2.681116017533751,3.2718724897408706,0.5449160212637004,1.0741157247748865,-0.2817758456996855,-0.21795000949725862,1.0437109869117975,0.7919051206831155
23,0.9513268430562882,4.864073050627583,0.8471726561625295,1.012103809035219,1.3945154654747607,1.3090774951457362,1.6574336050130367,0.2383506366547531
24,8.303249665762857,0.8414655118168135,0.6962633320949126,1.0557035312220489,1.62767438235629,-1.5119428721328787,1.1052748519494484,0.3805953675969105
25,0.026994242000691893,4.552863216562656,0.8579083135246484,1.049245569277583,-1.820839522732772,1.2752229668644763,1.8261195067833451,0.6770786644372019
26,9.192515442819888,2.3020275410965416,0.8212942386246467,1.0482161255453766,0.5949696819989585,-1.2342871949184406,1.830272214056418,0.7355872413424261
27,3.740094749066679,0.39670850348785813,0.07626075053464065,1.0359034959990594,-0.02184001308145378,0.011443300984091742,1.532340597534502,0.6103883133800904
28,2.4176076479592545,1.717358711889963,0.12941858418165453,1.0417149379980766,-0.07767600052985246,-1.8174880028637914,1.9695070719901557,0.4789848451916404
29,4.450882306749256,1.01427990898877,0.2553290156147656,1.098430935634832,0.7393649840933896,0.07470813368566676,1.0795058897416432,0.9719648695430505
30,8.454274311168126,3.973835889316079,0.45899948965002746,1.0511856739627696,-0.15964712182970242,1.2023295438090442,1.9949985547398787,0.6575722142281155
31,8.00796887832589,1.3299843433646175,0.13004771703982443,1.0992010384095976,1.7529113174975635,-1.0098574675442653,1.7128917058589315,0.8476466965055567
32,4.967497420771925,1.7457700461356511,0.032686911733555424,1.096446426535598,-1.7875573350754408,-1.6499129045007481,1.7724339729959893,0.21593882742151882
33,3.3549108068913536,2.695848470985067,0.809960857304871,1.0385981567077573,-1.8323692423117874,1.6114411761973004,1.2318217274467897,0.8174584029571668
34,3.2740001401255583,4.111118967364419,0.28188208197579645,1.081137255379639,-0.35094734274829387,1.5284126473658421,1.2053733005336165,0.06645695158519582
35,0.830681318666967,1.6488631019827045,0.4845727609096334,1.091482095921127,0.5117435133603223,0.638386684261854,1.6828073743485072,0.8001827454111433
36,3.685749393723804,3.3687151134474638,0.14745598642803615,1.049687987422966,-1.8625304216751948,-0.25799327992924903,1.9214535221249924,0.36733002981457463
37,9.335008043273094,2.905322341586474,0.7427125548071104,1.0862260430931485,1.45788386569689,-0.5031267018147503,1.523587720514179,0.6956918833021137
38,5.9389540580856535,2.323342130253069,0.7098111231456964,1.0825221652051038,-1.4048013958702503,-1.1980149896196353,1.0779821903763278,0.9041649950041537
39,6.768090229882536,2.2285492515699574,0.7546138133116848,1.0176536101716982,-0.1818702745672791,1.3973577881390309,1.6161310419979782,0.1829680901651014
